Date,WindDirection,WaveMeanDirection,CurrentDirection,StressDirection,WindSpeed,WaveHeight,CurrentSpeed,WaveSpeed
738415.916678241,-25.176323584798,-24.4493572326928,100.118621826172,-8.38197723758928,6.70008131740565,1.09417452522067,0.13488557934761,55.4528819274991
738419.875011574,4.89586803268361,4.724983215332,-103.007300446444,-2.16864066872097,4.80305509134924,1.26389598846436,0.229632686065824,59.5986592427864
738419.916678241,7.63013569318099,8.5973091125488,-98.800872802734,-0.0777132658010307,4.26790138534527,1.24700219052184,0.221585050225258,59.1990081301289
738420.583344907,-0.103681227560116,-1.04399840030197,-104.740478515625,-11.4299766476115,5.5506679291801,1.0957521879453,0.300985425710678,55.4928455848244
738420.604178241,-2.45033175107108,-1.46767252031367,-105.005339024249,-2.77151934378524,5.2045105179291,1.08994511993501,0.299313832249378,55.3456048042508
738481.062511574,10.4536004142547,10.1640632793352,-112.158326656542,3.65464464298288,4.37447522235943,0.822366768007726,0.0809296478562592,48.0743696075686
738525.958344907,2.56790994664999,1.72943115234381,-105.006579676983,-1.15012791742214,4.8187960732781,1.75206089019775,0.316251894079342,70.1706371153768
738527.687511574,-8.81768515010179,-8.31762448408145,75.9546097315438,2.4445825339813,2.9868613321218,0.741301899425194,0.148759812111583,45.6434410669459
738567.770844907,12.6213556605149,12.1228875981646,-111.97815599435,2.34525897859823,4.90468718234002,0.718016982078552,0.197157695392881,44.9208721980534
738567.833344907,8.90104628425695,7.96639251708979,-114.137587341676,-0.285446597443197,5.11159416368194,0.785221219062805,0.181433599242585,46.9760867152237
738577.958344907,-17.7102718047047,-16.8139190673828,-98.5756643520244,1.39497794463166,4.50618683397457,0.696844100952148,0.287497887995737,44.2536030566137
738581.375011574,2.30554542127692,3.16106414794922,99.70449521252,9.68414072872613,2.11093902262515,0.952057063579559,0.0944642761326206,51.7264069012875
738583.729178241,-20.4896870922296,-21.1345231321785,-135.594467163086,0.559059614143847,6.10321616371744,0.43600379653958,0.076040081679821,35.0046675622866
738596.666678241,-20.1514680038847,-19.3881301879883,125.272827994187,0.337024348287339,3.8175584271653,0.459175497293472,0.015582838197588,35.9227995204805
738615.687511574,14.2952907178623,14.3672152453741,-83.6335843895523,3.87955336428616,4.57532905240405,0.753155556511696,0.321153491735458,46.006920482441
738634.458344907,-9.45945863426283,-9.62239837646479,-147.145306015913,1.64731659623904,3.01622124672517,0.579715967178345,0.128521265338418,40.3634661229596
738647.041678241,14.1072561604918,14.8436803616531,-114.593493477714,-5.93713824655162,5.41825910173329,0.839643209228913,0.114602527907561,48.5767227970916
738676.729178241,-5.64343360738843,-5.84704971313477,-93.5132662052269,-0.404803240170207,4.09185710048902,0.429731436117436,0.103351293840389,34.7519664616018
738677.291678241,-13.5452487535758,-13.5438842773438,-109.734333890739,-0.400731757550475,6.40013212231139,0.476452528938453,0.103314411462961,36.5923785675545
738678.687511574,-12.5449717343389,-11.6971570577461,-44.59285736084,-1.22385629962456,5.64034533136723,1.58023114573915,0.103237468728918,66.6409425110277
738678.708344907,-13.2793664747712,-12.364387512207,-50.0801814503426,-8.41946676602623,5.9006245997863,1.55820919701537,0.10323646843871,66.1749624806423
738697.583344907,-10.7048255401266,-9.9735412597656,-103.06708040731,-14.4615149444877,4.82328292014723,0.627228856086731,0.143792471213868,41.9849690270095
