Date,WindDirection,WaveMeanDirection,CurrentDirection,StressDirection,WindSpeed,WaveHeight,CurrentSpeed,WaveSpeed
738375.020844907,44.9453337761113,12.7610692647301,-49.0425004056397,5.38296362634508,2.08754484037665,0.649789079969587,0.063112212345004,42.7333585098826
738375.041678241,57.93892783558,13.260871887207,-60.1228076787108,21.0519258431462,2.52136594754214,0.610587894916534,0.0494529278948903,41.4242750823025
738375.062511574,72.1257751913812,13.7820057094545,-70.8209268683822,-6.55803664424023,2.6295187538736,0.571403676238932,0.039627777878195,40.0730443595581
738375.083344907,74.5877598085004,14.3234950908178,-79.969055175781,-2.84408436239868,3.11627743459776,0.537222409161667,0.0330052152276039,38.8559813590021
738375.104178241,74.8520358028363,14.8843226461654,-86.9409274680808,-0.289810535443844,2.90573487322249,0.513030078909629,0.0289536928758025,37.9710176169762
738375.125011574,81.3850113597657,15.4634246826172,-91.6509925317559,5.52193633442032,2.69682155279198,0.503812670707703,0.0268416637554765,37.6283664557254
738376.729178241,-12.7605295987913,17.8917571184503,92.1221198796874,-7.11064735791235,2.05626599025096,0.377110725810627,0.127124261046127,32.5548174554096
738376.770844907,36.8828932940095,20.7352043837855,92.3325768068033,-54.7758929475094,2.2176236844075,0.385318264128267,0.11027249283067,32.9071764270983
738376.833344907,78.433004107244,25.5235173389979,99.61296081543,-14.1428220428562,2.75457120951318,0.413827236538464,0.0528463907539845,34.1028250833365
738376.875011574,81.780845675946,27.5737228393555,119.14773338193,2.98226971902127,3.35040473458151,0.431474536657333,0.0303647723174813,34.8223765626279
738376.895844907,84.497180242374,26.8888948073576,130.700347616714,2.67414642678015,3.14335079484219,0.428284435532987,0.0216371300550257,34.6934083552095
738376.916678241,77.5177133271681,25.3810310363769,135.6005859375,-0.550519006448194,3.49478416518283,0.421266213059425,0.0157028306275606,34.4079767747455
738376.937511574,78.4021947862873,23.8731672653962,133.657297925032,-7.07253159047207,3.08530999553475,0.414247990585863,0.0115810851320769,34.1201575049343
738377.062511574,89.4409157409545,29.5601121393366,143.639170120331,-1.63154239485111,1.35915328677244,0.432395233772695,0.0231358316372235,34.8595094337182
738377.104178241,55.1614490172252,22.4502306191079,140.662204055843,-3.59514350401876,1.55286282752899,0.425607339479029,0.0408027230738343,34.5848085874298
738377.437511574,36.2924597497116,6.73560598940089,100.55351894304,2.36623442484687,1.43877434371118,0.524727738919224,0.119546091595276,38.4014686058211
738377.562511574,63.4884669919792,5.54859402665461,97.8818030257363,-10.5953980409504,2.70449090390009,0.52684550814792,0.20929526476084,38.478883569386
738377.604178241,55.3971512042978,4.90427276742353,99.3175895404394,0.53015256255609,3.78589194504591,0.53207018005505,0.21327229797393,38.6692084113469
738377.645844907,70.9824144414084,4.84846408516521,107.286504288558,0.0945359854279074,4.00972562845222,0.530655337109271,0.191611342789231,38.6177609914121
738377.666678241,71.701532883171,5.01599029525247,109.961502075195,3.54579571166834,4.00915727886786,0.52477274234852,0.178428515791893,38.4031153271547
738377.687511574,72.6024232247681,5.26228073843492,110.962642284186,0.472681832869535,4.27757279665499,0.518352539044926,0.163357325248522,38.1674756462936
738377.708344907,70.5848511237009,5.56040191650391,111.573022124907,4.39540997926739,4.84107768826558,0.514163553714752,0.144682375332982,38.0129405444807
738377.729178241,64.157734147551,6.19675760074903,112.247988044211,-1.00986563246973,5.69605602238213,0.512086202624133,0.123955300087038,37.9360718658747
738377.750011574,69.4542806931651,7.22582857408793,113.442672729492,-0.105967700889116,6.24427043912066,0.510311594647558,0.102727733552456,37.8702820812758
738377.770844907,73.4040236334125,8.27209839343378,122.355341518374,-1.09571118890353,6.40551467560358,0.509074595213828,0.0762582809011238,37.8243552976019
738377.791678241,73.6415060626173,8.96001434326172,143.422131768952,-1.36869334062692,6.09011045268342,0.50861006975174,0.045274266149333,37.8070941866412
738377.812511574,77.4103426807388,9.25299523581189,167.689685770493,-3.95734631214207,5.85446641438345,0.510157695040107,0.0195304016054537,37.8645711968945
738377.854178241,87.9674599707728,9.63528415729378,-156.798114327304,0.207380510043998,5.2065596981576,0.516967246308923,0.0166555515024811,38.1164403992302
738377.979178241,84.0065906358891,14.5854412008998,-85.2227201907199,9.75876208840514,1.78851239297849,0.505673480558752,0.0590220929542482,37.6977917649036
